,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
2260917,187,2,104865.87,0,0.0,0.0,0,201189.01,306054.88,0,0
4514023,325,1,36417.88,0,1255.0,0.0,0,5232010.87,5268428.75,0,0
3940396,286,1,102833.25,0,21189.0,0.0,0,199758.46,302591.71,0,0
2714708,211,0,56246.87,0,0.0,0.0,0,0.0,0.0,0,0
3509076,259,0,5918.64,0,0.0,0.0,0,0.0,0.0,0,0
3404441,255,2,978419.78,0,16695.0,0.0,0,11924.01,990343.79,0,0
2240847,186,1,25898.68,0,20052.0,0.0,0,5131791.56,5157690.24,0,0
4086463,301,1,50910.09,0,0.0,0.0,0,2264457.61,2315367.7,0,0
3129067,236,0,10635.91,0,121895.03,111259.12,0,0.0,0.0,0,0
3836276,282,0,8467.39,0,28906.27,20438.88,0,0.0,0.0,0,0
3973768,297,0,106094.18,0,147.0,106241.18,0,132646.06,26551.88,0,0
106353,10,1,376378.31,0,0.0,0.0,0,2806329.12,3182707.43,0,0
3073180,235,1,373002.63,0,0.0,0.0,0,974606.32,1347608.95,0,0
787237,39,2,665511.35,0,106362.0,0.0,0,371724.24,1037235.59,0,0
5919826,404,0,11029.77,0,6339856.06,6350885.83,0,81777.94,70748.18,0,0
2509845,205,0,21264.33,0,45337.41,24073.08,0,0.0,0.0,0,0
2167190,185,1,240911.63,0,0.0,0.0,0,804927.43,1979381.51,0,0
5116814,356,0,92199.69,0,20175.0,112374.69,0,0.0,0.0,0,0
5035015,354,1,121338.01,0,150.0,0.0,0,256699.21,378037.22,0,0
4470914,324,0,335001.39,0,4231856.05,4566857.43,0,717889.65,382888.26,0,0
5418166,378,0,427310.54,0,2159273.36,2586583.9,0,841839.58,414529.04,0,0
2126292,183,1,536323.84,0,0.0,0.0,0,2986933.67,3523257.52,0,0
2028203,180,1,183935.32,0,1974.0,0.0,0,344485.21,528420.53,0,0
5043938,354,0,12128.46,0,282398.96,270270.51,0,0.0,0.0,0,0
4890209,349,0,25884.55,0,407102.0,381217.45,0,0.0,0.0,0,0
5865745,403,0,11679.89,0,0.0,0.0,0,0.0,0.0,0,0
3798424,281,0,11543.25,0,813285.24,801741.99,0,74153.2,85696.44,0,0
19846,8,0,3824.73,0,14238.21,10413.48,0,0.0,0.0,0,0
738592,38,0,5713.98,0,53126.0,47412.02,0,0.0,0.0,0,0
1240166,134,1,188709.1,0,148200.0,0.0,0,220423.74,409132.84,0,0
5426448,378,1,172438.82,0,111500.0,0.0,0,0.0,172438.82,0,0
115873,11,1,115201.21,0,11399.0,0.0,0,1066390.63,1181591.84,0,0
2488849,204,1,135799.13,0,0.0,0.0,0,628789.1,764588.23,0,0
587141,33,0,82968.07,0,168.0,83136.07,0,39554.03,0.0,0,0
479923,19,2,136148.84,0,477591.0,341442.16,0,12665076.05,13080533.54,0,0
2232545,186,1,63119.87,0,22283.0,0.0,0,263118.58,326238.45,0,0
2388394,201,0,6144.07,0,20182.0,14037.93,0,0.0,0.0,0,0
237095,14,0,11414.72,0,0.0,0.0,0,0.0,0.0,0,0
3776787,280,0,509873.91,0,1410788.1,1920662.01,0,1597845.85,1087971.94,0,0
5660642,396,1,96186.33,0,0.0,0.0,0,4696375.99,4792562.32,0,0
4342615,308,1,119277.6,0,140427.14,21149.54,0,322073.43,441351.02,0,0
6239,6,0,2156.86,0,6654.32,4497.46,0,0.0,0.0,0,0
3874898,283,0,106089.97,0,106047.0,212136.97,0,0.0,0.0,0,0
2911942,229,2,65951.46,0,0.0,0.0,0,200551.86,266503.32,0,0
1878583,164,0,2522.09,0,150125.87,147603.78,0,0.0,0.0,0,0
3155838,237,0,60620.65,0,3196367.99,3256988.63,0,604009.84,543389.19,0,0
6247721,596,1,46789.89,0,0.0,0.0,0,1298946.54,1345736.43,0,0
5803607,401,0,32512.04,0,495133.12,527645.17,0,1589353.91,1556841.87,0,0
4467909,324,1,57765.99,0,64412.0,6646.01,0,36586.53,94352.52,0,0
4195745,305,0,4178.43,0,0.0,0.0,0,0.0,0.0,0,0
5992741,420,1,98883.72,0,0.0,0.0,0,2353678.0,2452561.72,0,0
106120,10,0,16712.73,0,632859.15,616146.42,0,0.0,0.0,0,0
2569170,207,1,281805.11,0,104704.0,0.0,0,1860482.27,2142287.39,0,0
2622242,208,1,340432.62,0,0.0,0.0,0,5939396.56,6279829.18,0,0
273781,15,0,254651.41,0,421.0,255072.41,0,170371.17,0.0,0,0
2935280,229,1,296611.38,0,14206.0,0.0,0,0.0,296611.38,0,0
4988028,352,0,3457.07,0,2954.44,0.0,0,0.0,0.0,0,0
3373098,254,0,20624.26,0,0.0,0.0,0,0.0,0.0,0,0
293032,15,2,62358.63,0,0.0,0.0,0,262468.68,630658.39,0,0
6972,6,0,17658.97,0,10687.0,0.0,0,0.0,0.0,0,0
2162535,184,0,105835.06,0,15027.0,120862.06,0,609077.73,503242.68,0,0
1434124,140,0,15370.58,0,196356.1,180985.52,0,0.0,0.0,0,0
5893666,403,0,16521.01,0,1601251.75,1584730.74,0,0.0,0.0,0,0
3056694,234,1,75696.23,0,0.0,0.0,0,4625429.05,4701125.29,0,0
5227722,370,0,15182.49,0,957.0,0.0,0,0.0,0.0,0,0
2979654,231,1,99956.01,0,0.0,0.0,0,708907.68,808863.69,0,0
1870724,164,0,4414.74,0,30200.0,25785.26,0,0.0,0.0,0,0
4572822,328,0,174746.4,0,222385.94,397132.34,0,180625.4,5879.0,0,0
4553230,327,0,17952.67,0,0.0,0.0,0,0.0,0.0,0,0
4816292,346,1,258827.47,0,102929.0,0.0,0,192194.42,451021.89,0,0
3785212,280,0,167892.19,0,164.0,168056.19,0,473931.82,306039.63,0,0
4101989,301,1,186285.84,0,359177.0,172891.16,0,3140.37,189426.21,0,0
5542831,382,0,47964.03,0,21130.0,69094.03,0,1793053.05,1745089.02,0,0
5880690,403,0,53246.8,0,9168.0,62414.8,0,1173876.76,1120629.96,0,0
5265221,372,0,100564.06,0,24992672.97,25093237.02,0,122629.74,22065.69,0,0
2419015,202,0,3781.87,0,0.0,0.0,0,0.0,0.0,0,0
3606063,264,0,2658.68,0,15561.0,12902.32,0,0.0,0.0,0,0
2427066,202,0,15781.75,0,0.0,0.0,0,0.0,0.0,0,0
1434805,140,1,87590.69,0,11278.0,0.0,0,294958.88,382549.57,0,0
5844968,402,0,97310.86,0,36546.0,133856.86,0,5977496.05,5880185.18,0,0
5889460,403,0,117076.83,0,65.0,117141.83,0,2479.79,0.0,0,0
281512,15,1,112785.36,0,0.0,0.0,0,1886831.5,1999616.87,0,0
6188424,570,1,11896.71,0,46567.0,34670.29,0,355150.68,367047.38,0,0
6247700,596,1,269198.41,0,0.0,0.0,0,4759249.46,5028447.87,0,0
5913946,404,1,204954.0,0,0.0,0.0,0,776758.06,981712.06,0,0
3950986,287,0,22918.76,0,740.0,0.0,0,0.0,0.0,0,0
1860350,164,1,10679.16,0,5048.0,0.0,0,0.0,10679.16,0,0
2798197,217,0,84006.62,0,4025439.91,4109446.53,0,150467.05,66460.43,0,0
5086717,355,0,5283.78,0,10216.0,4932.22,0,0.0,0.0,0,0
2024534,180,2,123286.93,0,0.0,0.0,0,292525.49,415812.42,0,0
4823153,346,1,173039.9,0,0.0,0.0,0,980362.24,1153402.14,0,0
4085542,301,0,117427.02,0,2796833.62,2914260.64,0,194707.27,77280.25,0,0
2026554,180,0,6019.85,0,17006.0,10986.15,0,0.0,0.0,0,0
3977097,297,0,3970.36,0,0.0,0.0,0,0.0,0.0,0,0
6009806,442,1,160493.53,0,202942.0,42448.47,0,289448.91,449942.43,0,0
3302126,252,1,9181.94,0,279.0,0.0,0,2535993.51,2545175.45,0,0
2018734,180,1,9161.53,0,0.0,0.0,0,59097.73,68259.26,0,0
1064120,119,0,1603.94,0,42791.69,41187.75,0,0.0,0.0,0,0
1875954,164,1,83762.34,0,70854.0,0.0,0,2267882.38,2351644.73,0,0
3363559,254,0,9490.09,0,0.0,0.0,0,0.0,0.0,0,0
6118648,534,0,5654.16,0,319592.0,313937.84,0,0.0,0.0,0,0
4315431,308,0,107718.95,0,648.0,108366.95,0,79933.58,0.0,0,0
2559734,206,1,272283.36,0,0.0,0.0,0,3934425.14,4206708.5,0,0
1964008,178,1,19598.5,0,30605.0,11006.5,0,128318.72,147917.22,0,0
4345401,308,0,167711.28,0,2057444.07,2225155.35,0,234985.44,67274.16,0,0
5019391,353,0,212075.0,0,4465044.76,4677119.76,0,518688.44,306613.44,0,0
1813291,163,1,308154.02,0,32165.0,0.0,0,0.0,308154.02,0,0
3528774,259,0,4202.27,0,24519.88,20317.61,0,0.0,0.0,0,0
4804350,346,0,12133.6,0,10470.0,0.0,0,0.0,0.0,0,0
4312145,308,0,20550.88,0,0.0,0.0,0,0.0,0.0,0,0
6139824,544,0,21966.44,0,16841.0,0.0,0,0.0,0.0,0,0
6305389,684,1,84762.3,0,0.0,0.0,0,152203.65,236965.95,0,0
4352954,309,0,529622.77,0,942003.57,1471626.34,0,3378036.01,2848413.25,0,0
2452697,203,0,127215.6,0,22219.0,149434.6,0,166448.17,39232.57,0,0
6123323,540,0,14602.3,0,106375.0,91772.7,0,0.0,0.0,0,0
1337461,137,1,15567.45,0,29321.0,13753.55,0,0.0,15567.45,0,0
4710851,332,1,119241.29,0,31661.0,0.0,0,0.0,119241.29,0,0
1308924,136,0,9694.68,0,12263.0,2568.32,0,0.0,0.0,0,0
4689147,331,0,12872.89,0,0.0,0.0,0,0.0,0.0,0,0
5559533,384,0,5809.59,0,0.0,0.0,0,0.0,0.0,0,0
6348461,695,0,464.25,0,10375.0,9910.75,0,0.0,0.0,0,0
4886828,349,0,177911.31,0,3214972.03,3392883.34,0,5139578.83,4961667.52,0,0
2437941,203,1,38181.93,0,0.0,0.0,0,3215487.24,3253669.17,0,0
4128262,302,0,282369.57,0,7289.0,289658.57,0,520388.0,238018.43,0,0
4381749,311,0,42676.98,0,0.0,0.0,0,0.0,0.0,0,0
1178158,132,2,155102.46,0,36346.0,0.0,0,1022655.05,1177757.51,0,0
1093043,130,0,13308.51,0,85622.13,72313.62,0,0.0,0.0,0,0
2800851,217,0,20583.44,0,0.0,0.0,0,0.0,0.0,0,0
1682740,159,0,2853.38,0,0.0,0.0,0,0.0,0.0,0,0
6237410,594,1,240460.49,0,0.0,0.0,0,260429.46,500889.94,0,0
111823,11,1,140176.8,0,10855.0,0.0,0,324237.58,133479.13,0,0
4812700,346,0,105580.74,0,14609.0,120189.74,0,642068.78,536488.04,0,0
633209,35,1,67707.37,0,99092.0,31384.63,0,171757.83,239465.2,0,0
3842502,282,1,218382.66,0,19883.0,0.0,0,0.0,218382.66,0,0
3101623,235,1,11904.32,0,243602.0,231697.68,0,188446.84,200351.16,0,0
2460248,203,0,7208.23,0,11824.47,4616.24,0,0.0,0.0,0,0
4724926,332,1,63802.28,0,20745.0,0.0,0,0.0,63802.28,0,0
1736183,161,0,14475.35,0,25579.0,11103.65,0,0.0,0.0,0,0
4638374,330,2,46892.63,0,102250.79,55358.16,0,317818.98,364711.6,0,0
409421,18,1,317412.26,0,432288.77,114876.51,0,33161.67,508477.69,0,0
1334704,137,1,157760.85,0,49805.0,0.0,0,1688864.19,1703208.25,0,0
2088379,182,0,12600.29,0,155581.68,142981.39,0,0.0,0.0,0,0
2723801,211,1,515728.89,0,0.0,0.0,0,2840700.32,3356429.21,0,0
3591502,262,1,70675.6,0,1631.0,0.0,0,9574161.41,9644837.01,0,0
4251286,306,1,218686.89,0,0.0,0.0,0,12266812.35,12485499.24,0,0
3808621,281,0,4901.04,0,2009.0,0.0,0,0.0,0.0,0,0
5507537,380,0,137954.23,0,354.0,138308.23,0,6533762.17,6395807.94,0,0
304455,15,1,126074.96,0,21457.0,0.0,0,0.0,126074.96,0,0
1991434,179,1,127487.43,0,0.0,0.0,0,3620888.55,3748375.98,0,0
5880655,403,0,294381.54,0,71077.0,365458.54,0,192341.89,0.0,0,0
2177273,185,1,168720.83,0,9733.0,0.0,0,461271.31,629992.14,0,0
2028168,180,0,141985.5,0,187951.0,329936.5,0,118385.54,0.0,0,0
4255191,306,1,317043.95,0,0.0,0.0,0,764898.77,1081942.71,0,0
5293803,373,0,118019.5,0,266365.18,384384.68,0,129350.52,11331.02,0,0
3446099,257,0,16775.56,0,5803.0,0.0,0,0.0,0.0,0,0
6121790,538,0,163757.71,0,6992775.47,7156533.18,0,253919.05,90161.34,0,0
971688,44,0,60156.65,0,204.0,60360.65,0,771965.23,711808.58,0,0
288732,15,0,5254.58,0,48547.19,43292.61,0,0.0,0.0,0,0
5789153,401,1,144820.94,0,0.0,0.0,0,222635.81,367456.75,0,0
3202782,249,0,27131.74,0,53214.77,26083.04,0,0.0,0.0,0,0
3705314,277,1,79406.66,0,0.0,0.0,0,1235268.39,1314675.05,0,0
1644332,157,1,213290.63,0,10926.0,0.0,0,110927.15,324217.77,0,0
2821737,226,1,164255.54,0,808.0,0.0,0,0.0,164255.54,0,0
3226437,250,2,1248338.15,0,8720.0,0.0,0,1168826.6,2417164.75,0,0
5676622,397,1,21948.34,0,24629.0,2680.66,0,814638.2,836586.54,0,0
3643986,275,0,56796.32,0,21518.0,78314.32,0,10601890.09,10545093.77,0,0
2104951,183,0,4165.83,0,190790.0,186624.17,0,40060.16,44225.99,0,0
4701771,331,1,15691.39,0,0.0,0.0,0,163749.92,179441.3,0,0
1239093,134,1,63346.12,0,236934.72,173588.6,0,361673.02,425019.14,0,0
5688938,397,0,251658.35,0,2878302.02,3129960.37,0,3939287.43,3687629.09,0,0
4892679,349,0,218554.4,0,8050008.02,8268562.42,0,3706143.64,3487589.25,0,0
1518723,153,0,13411.21,0,77448.65,64037.43,0,0.0,0.0,0,0
1310391,136,1,305809.03,0,50370.0,0.0,0,2259260.28,2565069.31,0,0
6299952,681,0,16908.12,0,52950.0,36041.88,0,0.0,0.0,0,0
5768617,400,0,112836.5,0,19986229.15,20099065.65,0,217772.01,104935.5,0,0
6245501,596,1,118267.49,0,10248.0,0.0,0,855184.38,973451.88,0,0
2683993,210,0,1299.58,0,298253.94,296954.36,0,0.0,0.0,0,0
2908616,228,0,58177.62,0,2046169.14,2104346.76,0,87057.0,28879.38,0,0
1014373,46,1,130153.05,0,0.0,0.0,0,6688345.19,6818498.24,0,0
3968713,297,2,103514.93,0,120.0,0.0,0,446746.46,550261.39,0,0
6018571,452,0,13788.84,0,118.0,0.0,0,0.0,0.0,0,0
664770,36,0,11507.49,0,0.0,0.0,0,0.0,0.0,0,0
2955294,230,1,254289.63,0,49665.0,0.0,0,0.0,254289.63,0,0
2591092,207,1,308993.79,0,38374.0,0.0,0,0.0,308993.79,0,0
1003192,46,0,12617.77,0,25275.0,12657.23,0,0.0,0.0,0,0
1912387,166,0,6259.45,0,0.0,0.0,0,0.0,0.0,0,0
501248,20,0,11771.17,0,142596.77,130825.6,0,0.0,0.0,0,0
5933832,404,2,703508.1,0,0.0,0.0,0,3650730.74,4354238.84,0,0
1603794,156,1,48137.81,0,0.0,0.0,0,3093661.38,3141799.19,0,0
4907145,349,0,39628.0,0,0.0,0.0,0,0.0,0.0,0,0
3018032,233,0,21539.34,0,0.0,0.0,0,0.0,0.0,0,0
5139174,356,0,136575.42,0,0.0,136575.42,0,227951.04,91375.62,0,0
5713724,398,1,152194.51,0,0.0,0.0,0,161414.36,313608.87,0,0
1989792,179,1,23071.73,0,0.0,0.0,0,69960.87,93032.6,0,0
5624404,395,0,229947.66,0,1558379.94,1788327.6,0,1098117.72,868170.06,0,0
5702023,398,0,222018.13,0,1679629.6,1901647.72,0,2974366.59,2752348.47,0,0
729696,37,1,66949.57,0,0.0,0.0,0,3789589.39,3856538.96,0,0
5841570,402,1,189139.75,0,0.0,0.0,0,2745338.74,2934478.5,0,0
3847019,282,1,64821.42,0,30464.0,0.0,0,392870.47,457691.9,0,0
1516843,153,2,1667229.94,0,0.0,0.0,0,11387505.56,13061417.8,0,0
5793470,401,1,17286.96,0,75449.0,58162.04,0,0.0,17286.96,0,0
1476131,141,0,5483.85,0,14926.58,9442.73,0,0.0,0.0,0,0
5026374,353,1,348528.21,0,0.0,0.0,0,447364.45,795892.66,0,0
3751688,279,0,72742.6,0,11515878.68,11588621.28,0,1311538.39,1238795.79,0,0
3976849,297,0,171625.22,0,2017.0,173642.22,0,1080161.86,908536.64,0,0
3177446,238,1,320526.19,0,0.0,0.0,0,2811465.73,3131991.92,0,0
5540403,382,0,23018.09,0,7741.63,0.0,0,0.0,0.0,0,0
4156992,303,0,137070.41,0,8792.0,145862.41,0,151658.24,14587.82,0,0
5482291,379,0,15937.75,0,0.0,0.0,0,0.0,0.0,0,0
207492,13,0,6162.88,0,5093.0,0.0,0,0.0,0.0,0,0
535703,21,0,30255.3,0,0.0,0.0,0,0.0,0.0,0,0
4057375,300,1,451797.02,0,0.0,0.0,0,656082.78,1107879.8,0,0
6009514,439,0,420385.26,0,5499013.84,5919399.09,0,556013.18,135627.92,0,0
4807052,346,2,237889.94,0,0.0,0.0,0,791876.95,1029766.89,0,0
3099589,235,0,4328.81,0,39777.0,35448.19,0,0.0,0.0,0,0
913764,43,1,204081.62,0,0.0,0.0,0,1153899.96,1357981.58,0,0
4881672,348,0,857.4,0,163262.0,162404.6,0,0.0,0.0,0,0
776951,39,0,5620.3,0,158.0,0.0,0,0.0,0.0,0,0
5960602,406,0,716.99,0,35706.0,34989.01,0,0.0,0.0,0,0
2643558,209,1,303678.27,0,0.0,0.0,0,1238615.69,1542293.96,0,0
4154507,303,0,15506.6,0,0.0,0.0,0,0.0,0.0,0,0
5485703,379,1,199997.66,0,2842.0,0.0,0,0.0,199997.66,0,0
5167538,358,0,62722.85,0,6463893.08,6526615.92,0,463738.03,401015.18,0,0
3770351,280,0,4577.49,0,0.0,0.0,0,0.0,0.0,0,0
1936548,177,0,4799.8,0,28682.0,23882.2,0,0.0,0.0,0,0
3762055,279,1,438729.72,0,77793.2,0.0,0,1234513.98,1673243.7,0,0
3992486,298,0,106700.23,0,155.0,106855.23,0,5859.91,0.0,0,0
5662488,396,1,409070.61,0,40939.0,0.0,0,217324.66,626395.28,0,0
3362619,254,0,2124.75,0,103765.45,101640.7,0,0.0,0.0,0,0
2330750,188,2,205684.94,0,0.0,0.0,0,3422771.5,3628456.44,0,0
2518617,205,1,167666.92,0,171735.0,4068.08,0,0.0,167666.92,0,0
6180495,565,1,686761.18,0,501118.0,0.0,0,0.0,686761.18,0,0
4084982,301,0,31468.88,0,2042.0,0.0,0,0.0,0.0,0,0
4504449,325,0,4661.08,0,0.0,0.0,0,0.0,0.0,0,0
1250291,134,0,8020.38,0,10562.0,18582.38,0,103544.87,95524.5,0,0
1584207,155,1,232133.7,0,0.0,0.0,0,1349213.24,1474096.46,0,0
3174977,238,0,7163.95,0,8224.0,1060.05,0,0.0,0.0,0,0
5327863,374,0,233667.92,0,7196257.01,7429924.93,0,3754496.11,3520828.19,0,0
4158177,303,1,291333.81,0,434630.0,143296.19,0,265847.53,557181.34,0,0
5812483,401,0,285070.15,0,4992543.61,5277613.76,0,603501.4,318431.25,0,0
2725839,211,2,614229.0,0,0.0,0.0,0,888815.63,1503044.63,0,0
1466225,140,0,22841.27,0,4539501.6,4562342.86,0,28724.08,5882.81,0,0
5936360,404,2,207245.77,0,130062.41,0.0,0,724323.63,931569.4,0,0
4694442,331,0,10338.79,0,0.0,0.0,0,0.0,0.0,0,0
1243981,134,1,93316.66,0,42841.0,0.0,0,0.0,93316.66,0,0
532911,20,0,12267.09,0,0.0,0.0,0,0.0,0.0,0,0
2132581,183,1,162981.1,0,3104.0,0.0,0,0.0,162981.1,0,0
812010,40,0,8791.75,0,111249.85,102458.11,0,0.0,0.0,0,0
1032784,93,1,324275.89,0,0.0,0.0,0,4758806.93,5083082.82,0,0
5387941,376,0,18256.44,0,301486.0,319742.44,0,3995345.66,3977089.21,0,0
5826242,402,0,165698.98,0,3433867.97,3599566.95,0,956731.99,791033.01,0,0
1036970,94,0,5437.38,0,54256.0,48818.62,0,0.0,0.0,0,0
263951,15,0,6507.34,0,99169.13,92661.79,0,0.0,0.0,0,0
5331515,374,2,9628.83,0,128019.0,118390.17,0,128226.06,137854.89,0,0
3027921,233,0,16229.58,0,0.0,0.0,0,0.0,0.0,0,0
1930983,169,0,20782.24,0,34921.0,14138.76,0,0.0,0.0,0,0
843735,41,1,184820.18,0,1942.0,0.0,0,0.0,184820.18,0,0
548,1,0,13465.91,0,0.0,0.0,0,0.0,0.0,0,0
4966869,351,1,37663.24,0,1146.0,0.0,0,1601534.81,1639198.05,0,0
5641628,396,1,124115.92,0,100395.0,0.0,0,0.0,124115.92,0,0
2321448,188,0,310.63,0,165380.25,165069.62,0,0.0,0.0,0,0
3631348,274,1,308773.67,0,51546.0,0.0,0,0.0,308773.67,0,0
3297636,252,0,7897.42,0,149660.19,141762.78,0,0.0,0.0,0,0
4821919,346,0,43767.71,0,14155156.7,14198924.41,0,3070555.31,3026787.6,0,0
845219,41,0,170374.18,0,39570.0,209944.18,0,62688.11,0.0,0,0
1218706,133,1,81348.16,0,104881.0,23532.84,0,342812.2,424160.37,0,0
465661,19,0,14255.04,0,0.0,0.0,0,0.0,0.0,0,0
2806790,225,0,2128.95,0,0.0,0.0,0,0.0,0.0,0,0
2387758,201,0,2315.13,0,0.0,0.0,0,0.0,0.0,0,0
5288450,373,1,82291.24,0,0.0,0.0,0,911190.49,993481.74,0,0
3377092,254,0,2753.81,0,0.0,0.0,0,0.0,0.0,0,0
1608641,156,1,313727.19,0,11764.0,0.0,0,8577555.89,8891283.07,0,0
682208,36,1,250071.74,0,0.0,0.0,0,394408.66,644480.4,0,0
4498645,325,1,111767.17,0,0.0,0.0,0,816413.56,928180.73,0,0
4750358,333,1,146583.0,0,0.0,0.0,0,319907.69,466490.7,0,0
2557617,206,0,295193.57,0,850359.36,1145552.93,0,993249.56,698055.99,0,0
2242917,186,0,18942.23,0,20076.0,1133.77,0,0.0,0.0,0,0
5784692,400,0,5169.96,0,648.0,0.0,0,0.0,0.0,0,0
5429328,378,1,171907.72,0,0.0,0.0,0,7035345.54,7207253.26,0,0
857998,41,1,135819.19,0,10873.0,0.0,0,0.0,63514.17,0,0
1020990,47,0,12500.84,0,0.0,0.0,0,0.0,0.0,0,0
310498,16,1,77409.9,0,0.0,0.0,0,5210905.4,5100885.28,0,0
229850,14,0,452463.73,0,54864.0,507327.73,0,0.0,0.0,0,0
1135085,131,0,118685.74,0,1331818.98,1450504.72,0,547526.56,428840.83,0,0
2048735,181,0,214087.65,0,1799018.13,2013105.79,0,235268.82,21181.16,0,0
354944,17,1,272994.89,0,0.0,0.0,0,5325072.11,5665144.28,0,0
4601154,329,1,29650.71,0,49929.0,20278.29,0,380882.7,410533.41,0,0
3083735,235,0,17295.23,0,12416.2,0.0,0,0.0,0.0,0,0
4320260,308,2,306789.66,0,0.0,0.0,0,888139.61,1194929.27,0,0
5207311,370,1,128676.77,0,0.0,0.0,0,173798.01,302474.78,0,0
5574161,393,0,66615.89,0,24322588.94,24389204.83,0,268983.46,202367.57,0,0
3006675,232,0,10414.72,0,0.0,0.0,0,0.0,0.0,0,0
1712615,160,1,478188.38,0,0.0,0.0,0,2361903.0,2840091.37,0,0
2079630,182,0,8232.83,0,0.0,0.0,0,0.0,0.0,0,0
1953217,178,1,141116.6,0,0.0,0.0,0,646920.72,780334.05,0,0
476969,19,0,125891.46,0,17558499.25,17684390.71,0,2441999.1,2316107.65,0,0
1561278,155,0,131672.12,0,62240.0,193912.12,0,148585.89,16913.77,0,0
3197617,249,0,140.71,0,0.0,0.0,0,0.0,0.0,0,0
1145222,131,1,85346.8,0,59782.0,0.0,0,0.0,85346.8,0,0
1853078,164,0,16821.14,0,0.0,0.0,0,0.0,0.0,0,0
692840,36,1,18149.52,0,201508.0,183358.48,0,0.0,18149.52,0,0
4199917,305,0,18843.52,0,29380.9,10537.39,0,0.0,0.0,0,0
1249316,134,0,29657.58,0,0.0,0.0,0,0.0,0.0,0,0
5739138,399,0,7084.81,0,0.0,0.0,0,0.0,0.0,0,0
391882,18,0,67615.77,0,8477476.0,8545091.76,0,71779.89,4164.12,0,0
2498831,204,0,18920.73,0,213201.0,194280.27,0,0.0,0.0,0,0
612666,34,1,148711.21,0,903.0,0.0,0,119420.58,268131.8,0,0
4827702,347,1,153556.29,0,55031.0,0.0,0,215666.74,369223.03,0,0
3728791,278,0,5745.0,0,12063.0,6318.0,0,36427.24,42172.25,0,0
3714114,277,2,879500.2,0,12405.0,0.0,0,0.0,879500.2,0,0
5446437,379,1,1781.18,0,0.0,0.0,0,477266.26,479047.45,0,0
1070060,122,0,8296.76,0,59243.02,50946.26,0,0.0,0.0,0,0
1438111,140,1,171176.99,0,12343.59,0.0,0,293121.33,464298.32,0,0
4954798,351,1,133943.21,0,0.0,0.0,0,158768.69,292711.9,0,0
211705,13,1,85022.58,0,0.0,0.0,0,613018.61,698041.19,0,0
2801501,225,0,311505.24,0,2693940.6,3005445.85,0,1173166.81,861661.57,0,0
2693462,211,0,14603.68,0,368.0,0.0,0,0.0,0.0,0,0
5095496,355,0,232443.96,0,8591327.52,8823771.48,0,2704687.41,2472243.45,0,0
1244547,134,2,397512.28,0,74086.76,0.0,0,502982.7,900494.99,0,0
1384647,138,1,397246.97,0,0.0,0.0,0,769195.51,1166442.48,0,0
2561923,206,0,28142.48,0,5128950.69,5157093.17,0,102306.61,74164.13,0,0
815952,40,1,243590.89,0,380.0,0.0,0,80311.59,323902.48,0,0
3994613,298,1,75425.72,0,24823.0,0.0,0,62710.0,0.0,0,0
5957461,405,0,24531.57,0,109070.24,84538.66,0,0.0,0.0,0,0
2109891,183,0,183409.86,0,5580736.22,5764146.08,0,4917521.35,4898100.57,0,0
4526359,326,0,3511.69,0,5278.0,1766.31,0,2157034.53,2160546.23,0,0
2118322,183,0,431.75,0,0.0,0.0,0,0.0,0.0,0,0
5194229,369,0,165889.69,0,2227427.54,2393317.22,0,3245874.82,3079985.14,0,0
2013157,180,1,375630.35,0,796971.79,421341.44,0,577666.03,953296.38,0,0
5320452,374,2,1647725.88,0,940756.0,0.0,0,0.0,1647725.88,0,0
714458,37,1,688966.49,0,0.0,0.0,0,1857730.23,2546696.72,0,0
5162811,358,1,152174.35,0,33676.01,0.0,0,4004027.7,4156202.05,0,0
1532885,154,2,2400610.95,0,61351.0,0.0,0,145472.78,2546083.74,0,0
5212983,370,0,62410.8,0,1125736.0,1188146.8,0,910127.68,847716.89,0,0
746281,38,1,282542.42,0,511.0,0.0,0,174740.82,457283.24,0,0
3328126,253,0,420984.26,0,152.0,421136.26,0,1903504.73,1482520.48,0,0
5158671,357,0,370966.89,0,2105575.92,2476542.81,0,865818.34,494851.45,0,0
3459221,257,0,5385.61,0,0.0,0.0,0,0.0,0.0,0,0
3469295,258,2,865634.65,0,0.0,0.0,0,1218799.6,2084434.25,0,0
2489745,204,1,202542.74,0,22205.0,0.0,0,814160.47,1016703.21,0,0
4934234,350,1,139858.17,0,0.0,0.0,0,342809.59,482667.76,0,0
559361,22,2,4973.75,0,294.0,0.0,0,0.0,4973.75,0,0
4202872,305,1,96197.41,0,0.0,0.0,0,385452.67,481650.08,0,0
3888755,284,0,248512.18,0,5287757.16,5536269.34,0,303819.66,55307.48,0,0
5114192,356,0,78684.6,0,48598.0,127282.6,0,5624872.41,5546187.82,0,0
696704,36,0,3696.72,0,621726.48,618029.76,0,0.0,0.0,0,0
5257448,372,0,30095.69,0,0.0,0.0,0,0.0,0.0,0,0
757819,38,1,206945.56,0,54510.0,0.0,0,0.0,206945.56,0,0
2475353,204,0,9890.05,0,29712.0,19821.95,0,0.0,0.0,0,0
